NoDiaWord	Strong	RMAC	Lemma
προσκυνησεις	G4352	V-FAI-2S	προσκυνέω
λατρευσεις	G3000	V-FAI-2S	λατρεύω
αγγελοι	G32	N-NPM	ἄγγελος
προσηλθον	G4334	V-AAI-3P	προσέρχομαι
διηκονουν	G1247	V-IAI-3P	διακονέω
παρεδοθη	G3860	V-API-3S	παραδίδωμι
γαλιλαιαν	G1056	N-ASF	Γαλιλαία
καταλιπων	G2641	V-2AAP-NSM	καταλείπω
καπερναουμ	G2584	N-PRI	Καπερναούμ
παραθαλασσιαν	G3864	A-ASF	παραθαλάσσιος
ζαβουλων	G2194	N-PRI	Ζαβουλών
νεφθαλειμ	G3508	N-PRI	Νεφθαλείμ
γη	G1093	N-NSF	γῆ
θαλασσης	G2281	N-GSF	θάλασσα
περαν	G4008	ADV	πέραν
γαλιλαια	G1056	N-NSF	Γαλιλαία
εθνων	G1484	N-GPN	ἔθνος
λαος	G2992	N-NSM	λαός
καθημενος	G2521	V-PNP-NSM	κάθημαι
σκοτει	G4655	N-DSN	σκότος
φως	G5457	N-ASN	φῶς
μεγα	G3173	A-ASN	μέγας
καθημενοις	G2521	V-PNP-DPM	κάθημαι
χωρα	G5561	N-DSF	χώρα
σκια	G4639	N-DSF	σκία
θανατου	G2288	N-GSM	θάνατος
φως	G5457	N-NSN	φῶς
ανετειλεν	G393	V-AAI-3S	ἀνατέλλω
ηρξατο	G756	V-ADI-3S	ἄρχομαι
κηρυσσειν	G2784	V-PAN	κηρύσσω
περιπατων	G4043	V-PAP-NSM	περιπατέω
θαλασσαν	G2281	N-ASF	θάλασσα
δυο	G1417	A-NUI	δύο
σιμωνα	G4613	N-ASM	Σίμων
λεγομενον	G3004	V-PPP-ASM	λέγω
πετρον	G4074	N-ASM	Πέτρος
ανδρεαν	G406	N-ASM	Ἀνδρέας
αδελφον	G80	N-ASM	ἀδελφός
βαλλοντας	G906	V-PAP-APM	βάλλω
αμφιβληστρον	G293	N-ASN	ἀμφίβληστρον
ησαν	G2258	V-IXI-3P	εἰμί
αλιεις	G231	N-NPM	ἁλιεύς
δευτε	G1205	V-XXM-2P	δεῦτε
ποιησω	G4160	V-FAI-1S	ποιέω
αλιεις	G231	N-APM	ἁλιεύς
ανθρωπων	G444	N-GPM	ἄνθρωπος
ευθεως	G2112	ADV	εὐθέως
αφεντες	G863	V-2AAP-NPM	ἀφίημι
δικτυα	G1350	N-APN	δίκτυον
ηκολουθησαν	G190	V-AAI-3P	ἀκολουθέω
προβας	G4260	V-2AAP-NSM	προβαίνω
εκειθεν	G1564	ADV	ἐκεῖθεν
ειδεν	G1492	V-2AAI-3S	εἴδω
αλλους	G243	A-APM	ἄλλος
ιακωβον	G2385	N-ASM	Ἰάκωβος
ζεβεδαιου	G2199	N-GSM	Ζεβεδαῖος
τω	G3588	T-DSN	ὁ
πλοιω	G4143	N-DSN	πλοῖον
καταρτιζοντας	G2675	V-PAP-APM	καταρτίζω
εκαλεσεν	G2564	V-AAI-3S	καλέω
πλοιον	G4143	N-ASN	πλοῖον
περιηγεν	G4013	V-IAI-3S	περιάγω
ολην	G3650	A-ASF	ὅλος
διδασκων	G1321	V-PAP-NSM	διδάσκω
συναγωγαις	G4864	N-DPF	συναγωγή
ευαγγελιον	G2098	N-ASN	εὐαγγέλιον
βασιλειας	G932	N-GSF	βασιλεία
θεραπευων	G2323	V-PAP-NSM	θεραπεύω
νοσον	G3554	N-ASF	νόσος
μαλακιαν	G3119	N-ASF	μαλακία
λαω	G2992	N-DSM	λαός
απηλθεν	G565	V-2AAI-3S	ἀπέρχομαι
ακοη	G189	N-NSF	ἀκοή
συριαν	G4947	N-ASF	Συρία
κακως	G2560	ADV	κακῶς
εχοντας	G2192	V-PAP-APM	ἔχω
ποικιλαις	G4164	A-DPF	ποικίλος
νοσοις	G3554	N-DPF	νόσος
βασανοις	G931	N-DPF	βάσανος
συνεχομενους	G4912	V-PPP-APM	συνέχω
δαιμονιζομενους	G1139	V-PNP-APM	δαιμονίζομαι
σεληνιαζομενους	G4583	V-PNP-APM	σεληνιάζομαι
παραλυτικους	G3885	A-APM	παραλυτικός
εθεραπευσεν	G2323	V-AAI-3S	θεραπεύω
οχλοι	G3793	N-NPM	ὄχλος
πολλοι	G4183	A-NPM	πολύς
δεκαπολεως	G1179	N-GSF	Δεκάπολις
ιεροσολυμων	G2414	N-GPN	Ἱεροσόλυμα
οχλους	G3793	N-APM	ὄχλος
καθισαντος	G2523	V-AAP-GSM	καθίζω
μαθηται	G3101	N-NPM	μαθητής
ανοιξας	G455	V-AAP-NSM	ἀνοίγω
στομα	G4750	N-ASN	στόμα
εδιδασκεν	G1321	V-IAI-3S	διδάσκω
μακαριοι	G3107	A-NPM	μακάριος
πτωχοι	G4434	A-NPM	πτωχός
πενθουντες	G3996	V-PAP-NPM	πενθέω
αυτοι	G846	P-NPM	αὐτός
παρακληθησονται	G3870	V-FPI-3P	παρακαλέω
πραεις	G4239	A-NPM	πραΰς
κληρονομησουσι	G2816	V-FAI-3P	κληρονομέω
πεινωντες	G3983	V-PAP-NPM	πεινάω
διψωντες	G1372	V-PAP-NPM	διψάω
χορτασθησονται	G5526	V-FPI-3P	χορτάζω
ελεημονες	G1655	A-NPM	ἐλεήμων
ελεηθησονται	G1653	V-FPI-3P	ἐλεέω
καθαροι	G2513	A-NPM	καθαρός
καρδια	G2588	N-DSF	καρδία
οψονται	G3700	V-FDI-3P	ὀπτάνομαι
ειρηνοποιοι	G1518	A-NPM	εἰρηνοποιός
υιοι	G5207	N-NPM	υἱός
κληθησονται	G2564	V-FPI-3P	καλέω
δεδιωγμενοι	G1377	V-RPP-NPM	διώκω
ενεκεν	G1752	ADV	ἕνεκα
δικαιοσυνης	G1343	N-GSF	δικαιοσύνη
εστε	G2075	V-PXI-2P	εἰμί
οταν	G3752	CONJ	ὅταν
ονειδισωσιν	G3679	V-AAS-3P	ὀνειδίζω
διωξωσι	G1377	V-AAS-3P	διώκω
ειπωσι	G2036	V-2AAS-3P	ἔπω
παν	G3956	A-ASN	πᾶς
πονηρον	G4190	A-ASN	πονηρός
ρημα	G4487	N-ASN	ῥήμα
καθ	G2596	PREP	κατά
υμων	G5216	P-2GP	σύ
ψευδομενοι	G5574	V-PEP-NPM	ψεύδομαι
εμου	G1700	P-1GS	ἐγώ
χαιρετε	G5463	V-PAM-2P	χαίρω
αγαλλιασθε	G21	V-PNM-2P	ἀγαλλιάω
μισθος	G3408	N-NSM	μισθός
ουρανοις	G3772	N-DPM	οὐρανός
εδιωξαν	G1377	V-AAI-3P	διώκω
προφητας	G4396	N-APM	προφήτης
προ	G4253	PREP	πρό
υμεις	G5210	P-2NP	σύ
αλας	G217	N-NSN	ἅλας
γης	G1093	N-GSF	γῆ
μωρανθη	G3471	V-APS-3S	μωραίνω
τινι	G5101	I-DSN	τίς
αλισθησεται	G233	V-FPI-3S	ἁλίζω
ουδεν	G3762	A-ASN	οὐδείς
ισχυει	G2480	V-PAI-3S	ἰσχύω
ετι	G2089	ADV	ἔτι
βληθηναι	G906	V-APN	βάλλω
εξω	G1854	ADV	ἔξω
καταπατεισθαι	G2662	V-PPN	καταπατέω
ου	G3756	PRT-N	οὐ
πολις	G4172	N-NSF	πόλις
κρυβηναι	G2928	V-2APN	κρύπτω
ορους	G3735	N-GSN	ὄρος
κειμενη	G2749	V-PNP-NSF	κεῖμαι
ουδε	G3761	ADV	οὐδέ
καιουσι	G2545	V-PAI-3P	καίω
λυχνον	G3088	N-ASF	λύχνος
τιθεασιν	G5087	V-PAI-3P	τίθημι
μοδιον	G3426	N-ASM	μόδιος
λυχνιαν	G3087	N-ASF	λυχνία
λαμπει	G2989	V-PAI-3S	λάμπω
πασι	G3956	A-DPM	πᾶς
οικια	G3614	N-DSF	οἰκία
λαμψατω	G2989	V-AAM-3S	λάμπω
εμπροσθεν	G1715	PREP	ἔμπροσθεν
ιδωσιν	G1492	V-2AAS-3P	εἴδω
καλα	G2570	A-APN	καλός
εργα	G2041	N-APN	ἔργον
δοξασωσι	G1392	V-AAS-3P	δοξάζω
νομισητε	G3543	V-AAS-2P	νομίζω
ηλθον	G2064	V-2AAI-1S	ἔρχομαι
καταλυσαι	G2647	V-AAN	καταλύω
νομον	G3551	N-ASM	νόμος
αλλα	G235	CONJ	ἀλλά
αμην	G281	HEB	ἀμήν
παρελθη	G3928	V-2AAS-3S	παρέρχομαι
ουρανος	G3772	N-NSM	οὐρανός
ιωτα	G2503	N-LI	ἰῶτα
εν	G1520	A-NSN	εἷς
μια	G1520	A-NSF	εἷς
κεραια	G2762	N-NSF	κεραία
νομου	G3551	N-GSM	νόμος
παντα	G3956	A-NPN	πᾶς
γενηται	G1096	V-2ADS-3S	γίνομαι
ος	G3739	R-NSM	ὅς
λυση	G3089	V-AAS-3S	λύω
μιαν	G1520	A-ASF	εἷς
εντολων	G1785	N-GPF	ἐντολή
τουτων	G5130	D-GPF	οὗτος
ελαχιστων	G1646	A-GPF	ἐλάχιστος
διδαξη	G1321	V-AAS-3S	διδάσκω
ανθρωπους	G444	N-APM	ἄνθρωπος
ελαχιστος	G1646	A-NSM	ἐλάχιστος
βασιλεια	G932	N-DSF	βασιλεία
δ	G1161	CONJ	δέ
ποιηση	G4160	V-AAS-3S	ποιέω
μεγας	G3173	A-NSM	μέγας
περισσευση	G4052	V-AAS-3S	περισσεύω
δικαιοσυνη	G1343	N-NSF	δικαιοσύνη
πλειον	G4119	A-ASN-C	πλείων
γραμματεων	G1122	N-GPM	γραμματεύς
εισελθητε	G1525	V-2AAS-2P	εἰσέρχομαι
βασιλειαν	G932	N-ASF	βασιλεία
ηκουσατε	G191	V-AAI-2P	ἀκούω
ερρεθη	G4483	V-API-3S	ῥέω
αρχαιοις	G744	A-DPM	ἀρχαῖος
φονευσεις	G5407	V-FAI-2S	φονεύω
φονευση	G5407	V-AAS-3S	φονεύω
ενοχος	G1777	A-NSM	ἔνοχος
εσται	G2071	V-FXI-3S	εἰμί
κρισει	G2920	N-DSF	κρίσις
πας	G3956	A-NSM	πᾶς
οργιζομενος	G3710	V-PPP-NSM	ὀργίζω
αδελφω	G80	N-DSM	ἀδελφός
εικη	G1500	ADV	εἰκῆ
ειπη	G2036	V-2AAS-3S	ἔπω
ρακα	G4469	ARAM	ῥακά
συνεδριω	G4892	N-DSN	συνέδριον
μωρε	G3474	A-VSM	μωρός
γεενναν	G1067	N-ASF	γέεννα
πυρος	G4442	N-GSN	πῦρ
προσφερης	G4374	V-PAS-2S	προσφέρω
δωρον	G1435	N-ASN	δῶρον
θυσιαστηριον	G2379	N-ASN	θυσιαστήριον
κακει	G2546	ADV-C	κἀκεῖ
μνησθης	G3415	V-APS-2S	μνάομαι
αδελφος	G80	N-NSM	ἀδελφός
εχει	G2192	V-PAI-3S	ἔχω
τι	G5100	X-ASN	τίς
θυσιαστηριου	G2379	N-GSN	θυσιαστήριον
πρωτον	G4412	ADV	πρῶτον
διαλλαγηθι	G1259	V-2APM-2S	διαλλάσσω
προσφερε	G4374	V-PAM-2S	προσφέρω
ευνοων	G2132	V-PAP-NSM	εὐνοέω
αντιδικω	G476	N-DSM	ἀντίδικος
ταχυ	G5035	ADV	ταχύ
οτου	G3755	R-GSN-ATT	ὅτου
οδω	G3598	N-DSF	ὁδός
παραδω	G3860	V-2AAS-3S	παραδίδωμι
αντιδικος	G476	N-NSM	ἀντίδικος
κριτη	G2923	N-DSM	κριτής
κριτης	G2923	N-NSM	κριτής
υπηρετη	G5257	N-DSM	ὑπηρέτης
φυλακην	G5438	N-ASF	φυλακή
βληθηση	G906	V-FPI-2S	βάλλω
εξελθης	G1831	V-2AAS-2S	ἐξέρχομαι
αποδως	G591	V-2AAS-2S	ἀποδίδωμι
εσχατον	G2078	A-ASM	ἔσχατος
κοδραντην	G2835	N-ASM	κοδράντης
μοιχευσεις	G3431	V-FAI-2S	μοιχεύω
βλεπων	G991	V-PAP-NSM	βλέπω
επιθυμησαι	G1937	V-AAN	ἐπιθυμέω
εμοιχευσεν	G3431	V-AAI-3S	μοιχεύω
οφθαλμος	G3788	N-NSM	ὀφθαλμός
δεξιος	G1188	A-NSM	δεξιός
σκανδαλιζει	G4624	V-PAI-3S	σκανδαλίζω
εξελε	G1807	V-2AAM-2S	ἐξαιρέω
συμφερει	G4851	V-PAI-3S	συμφέρω
αποληται	G622	V-2AMS-3S	ἀπόλλυμι
εν	G1520	A-ASN	εἷς
μελων	G3196	N-GPN	μέλος
σωμα	G4983	N-NSN	σῶμα
βληθη	G906	V-APS-3S	βάλλω
δεξια	G1188	A-NSF	δεξιός
χειρ	G5495	N-NSF	χείρ
εκκοψον	G1581	V-AAM-2S	ἐκκόπτω
απολυση	G630	V-AAS-3S	ἀπολύω
δοτω	G1325	V-2AAM-3S	δίδωμι
αποστασιον	G647	N-ASN	ἀποστάσιον
παρεκτος	G3924	ADV	παρεκτός
λογου	G3056	N-GSM	λόγος
πορνειας	G4202	N-GSF	πορνεία
ποιει	G4160	V-PAI-3S	ποιέω
μοιχασθαι	G3429	V-PNN	μοιχάω
απολελυμενην	G630	V-RPP-ASF	ἀπολύω
γαμηση	G1060	V-AAS-3S	γαμέω
μοιχαται	G3429	V-PNI-3S	μοιχάω
επιορκησεις	G1964	V-FAI-2S	ἐπιορκέω
αποδωσεις	G591	V-FAI-2S	ἀποδίδωμι
κυριω	G2962	N-DSM	κύριος
ορκους	G3727	N-APM	ὅρκος
ομοσαι	G3660	V-AAN	ὀμνύω
ολως	G3654	ADV	ὅλως
μητε	G3383	CONJ	μήτε
ουρανω	G3772	N-DSM	οὐρανός
θρονος	G2362	N-NSM	θρόνος
γη	G1093	N-DSF	γῆ
υποποδιον	G5286	N-NSN	ὑποπόδιον
ποδων	G4228	N-GPM	πούς
μεγαλου	G3173	A-GSM	μέγας
κεφαλη	G2776	N-DSF	κεφαλή
ομοσης	G3660	V-AAS-2S	ὀμνύω
δυνασαι	G1410	V-PNI-2S	δύναμαι
τριχα	G2359	N-ASF	θρίξ
λευκην	G3022	A-ASF	λευκός
μελαιναν	G3189	A-ASF	μέλας
ποιησαι	G4160	V-AAN	ποιέω
εστω	G2077	V-PXM-3S	εἰμί
λογος	G3056	N-NSM	λόγος
ναι	G3483	PRT	ναί
περισσον	G4053	A-NSN	περισσός
πονηρου	G4190	A-GSM	πονηρός
οφθαλμον	G3788	N-ASM	ὀφθαλμός
οφθαλμου	G3788	N-GSM	ὀφθαλμός
οδοντα	G3599	N-ASM	ὀδούς
οδοντος	G3599	N-GSM	ὀδούς
αντιστηναι	G436	V-2AAN	ἀνθίστημι
πονηρω	G4190	A-DSM	πονηρός
ραπισει	G4474	V-FAI-3S	ῥαπίζω
δεξιαν	G1188	A-ASF	δεξιός
σιαγονα	G4600	N-ASF	σιαγών
στρεψον	G4762	V-AAM-2S	στρέφω
αλλην	G243	A-ASF	ἄλλος
θελοντι	G2309	V-PAP-DSM	θέλω
κριθηναι	G2919	V-APN	κρίνω
χιτωνα	G5509	N-ASM	χιτών
λαβειν	G2983	V-2AAN	λαμβάνω
ιματιον	G2440	N-ASN	ἱμάτιον
αγγαρευσει	G29	V-FAI-3S	ἀγγαρεύω
μιλιον	G3400	N-ASN	μίλιον
αιτουντι	G154	V-PAP-DSM	αἰτέω
διδου	G1325	V-PAM-2S	δίδωμι
θελοντα	G2309	V-PAP-ASM	θέλω
δανεισασθαι	G1155	V-AMN	δανείζω
αποστραφης	G654	V-2APS-2S	ἀποστρέφω
αγαπησεις	G25	V-FAI-2S	ἀγαπάω
πλησιον	G4139	ADV	πλησίον
μισησεις	G3404	V-FAI-2S	μισέω
εχθρον	G2190	A-ASM	ἐχθρός
αγαπατε	G25	V-PAM-2P	ἀγαπάω
εχθρους	G2190	A-APM	ἐχθρός
ευλογειτε	G2127	V-PAM-2P	εὐλογέω
καταρωμενους	G2672	V-PNP-APM	καταράομαι
καλως	G2573	ADV	καλῶς
μισουντας	G3404	V-PAP-APM	μισέω
προσευχεσθε	G4336	V-PNM-2P	προσεύχομαι
υπερ	G5228	PREP	ὑπέρ
επηρεαζοντων	G1908	V-PAP-GPM	ἐπηρεάζω
διωκοντων	G1377	V-PAP-GPM	διώκω
γενησθε	G1096	V-2ADS-2P	γίνομαι
ηλιον	G2246	N-ASM	ἥλιος
ανατελλει	G393	V-PAI-3S	ἀνατέλλω
πονηρους	G4190	A-APM	πονηρός
αγαθους	G18	A-APM	ἀγαθός
βρεχει	G1026	V-PAI-3S	βρέχω
δικαιους	G1342	A-APM	δίκαιος
αδικους	G94	A-APM	ἄδικος
αγαπησητε	G25	V-AAS-2P	ἀγαπάω
αγαπωντας	G25	V-PAP-APM	ἀγαπάω
τινα	G5101	I-ASM	τίς
μισθον	G3408	N-ASM	μισθός
εχετε	G2192	V-PAI-2P	ἔχω
ουχι	G3780	PRT-I	οὐχί
τελωναι	G5057	N-NPM	τελώνης
ποιουσι	G4160	V-PAI-3P	ποιέω
ασπασησθε	G782	V-ADS-2P	ἀσπάζομαι
μονον	G3440	ADV	μόνον
τι	G5101	I-ASN	τίς
περισσον	G4053	A-ASN	περισσός
ποιειτε	G4160	V-PAI-2P	ποιέω
ποιουσιν	G4160	V-PAI-3P	ποιέω
εσεσθε	G2071	V-FXI-2P	εἰμί
τελειοι	G5046	A-NPM	τέλειος
ωσπερ	G5618	ADV	ὥσπερ
πατηρ	G3962	N-NSM	πατήρ
τελειος	G5046	A-NSM	τέλειος
προσεχετε	G4337	V-PAM-2P	προσέχω
ελεημοσυνην	G1654	N-ASF	ἐλεημοσύνη
ποιειν	G4160	V-PAN	ποιέω
θεαθηναι	G2300	V-APN	θεάομαι
μηγε	G3361	PRT-N	μή
πατρι	G3962	N-DSM	πατήρ
ποιης	G4160	V-PAS-2S	ποιέω
σαλπισης	G4537	V-AAS-2S	σαλπίζω
υποκριται	G5273	N-NPM	ὑποκριτής
ρυμαις	G4505	N-DPF	ῥύμη
δοξασθωσιν	G1392	V-APS-3P	δοξάζω
απεχουσι	G568	V-PAI-3P	ἀπέχω
ποιουντος	G4160	V-PAP-GSM	ποιέω
γνωτω	G1097	V-2AAM-3S	γινώσκω
αριστερα	G710	A-NSF	ἀριστερός
η	G5600	V-PXS-3S	εἰμί
ελεημοσυνη	G1654	N-NSF	ἐλεημοσύνη
κρυπτω	G2927	A-DSN	κρυπτός
αποδωσει	G591	V-FAI-3S	ἀποδίδωμι
φανερω	G5318	A-DSN	φανερός
προσευχη	G4336	V-PNS-2S	προσεύχομαι
εση	G2071	V-FXI-2S	εἰμί
φιλουσιν	G5368	V-PAI-3P	φιλέω
γωνιαις	G1137	N-DPF	γωνία
πλατειων	G4113	N-GPF	πλατεῖα
εστωτες	G2476	V-RAP-NPM	ἵστημι
προσευχεσθαι	G4336	V-PNN	προσεύχομαι
φανωσι	G5316	V-2APS-3P	φαίνω
ανθρωποις	G444	N-DPM	ἄνθρωπος
εισελθε	G1525	V-2AAM-2S	εἰσέρχομαι
ταμιειον	G5009	N-NSN	ταμεῖον
κλεισας	G2808	V-AAP-NSM	κλείω
θυραν	G2374	N-ASF	θύρα
προσευξαι	G4336	V-ADM-2S	προσεύχομαι
προσευχομενοι	G4336	V-PNP-NPM	προσεύχομαι
βαττολογησητε	G945	V-AAS-2P	βαττολογέω
εθνικοι	G1482	A-NPM	ἐθνικός
δοκουσι	G1380	V-PAI-3P	δοκέω
πολυλογια	G4180	N-DSF	πολυλογία
εισακουσθησονται	G1522	V-FPI-3P	εἰσακούω
ομοιωθητε	G3666	V-APS-2P	ὁμοιόω
οιδε	G1492	V-RAI-3S	εἴδω
ων	G3739	R-GPN	ὅς
αιτησαι	G154	V-AAN	αἰτέω
πατερ	G3962	N-VSM	πατήρ
αγιασθητω	G37	V-APM-3S	ἁγιάζω
ονομα	G3686	N-NSN	ὄνομα
ελθετω	G2064	V-2AAM-3S	ἔρχομαι
γενηθητω	G1096	V-AOM-3S	γίνομαι
θελημα	G2307	N-NSN	θέλημα
αρτον	G740	N-ASM	ἄρτος
επιουσιον	G1967	A-ASM	ἐπιούσιος
δος	G1325	V-2AAM-2S	δίδωμι
σημερον	G4594	ADV	σήμερον
οφειληματα	G3783	N-APN	ὀφείλημα
ημεις	G2249	P-1NP	ἐγώ
αφιεμεν	G863	V-PAI-1P	ἀφίημι
οφειλεταις	G3781	N-DPM	ὀφειλέτης
εισενεγκης	G1533	V-AAS-2S	εἰσφέρω
ημας	G2248	P-1AP	ἐγώ
πειρασμον	G3986	N-ASM	πειρασμός
ρυσαι	G4506	V-ADM-2S	ῥύομαι
δυναμις	G1411	N-NSF	δύναμις
δοξα	G1391	N-NSF	δόξα
αιωνας	G165	N-APM	αἰών
αφητε	G863	V-2AAS-2P	ἀφίημι
παραπτωματα	G3900	N-APN	παράπτωμα
αφησει	G863	V-FAI-3S	ἀφίημι
ουρανιος	G3770	A-NSM	οὐράνιος
νηστευητε	G3522	V-PAS-2P	νηστεύω
γινεσθε	G1096	V-PNM-2P	γίνομαι
σκυθρωποι	G4659	A-NPM	σκυθρωπός
αφανιζουσι	G853	V-PAI-3P	ἀφανίζω
προσωπα	G4383	N-APN	πρόσωπον
νηστευοντες	G3522	V-PAP-NPM	νηστεύω
νηστευων	G3522	V-PAP-NSM	νηστεύω
αλειψαι	G218	V-AMM-2S	ἀλείφω
κεφαλην	G2776	N-ASF	κεφαλή
προσωπον	G4383	N-ASN	πρόσωπον
νιψαι	G3538	V-AMM-2S	νίπτω
φανης	G5316	V-2APS-2S	φαίνω
θησαυριζετε	G2343	V-PAM-2P	θησαυρίζω
οπου	G3699	ADV	ὅπου
σης	G4597	N-NSM	σής
βρωσις	G1035	N-NSF	βρῶσις
αφανιζει	G853	V-PAI-3S	ἀφανίζω
κλεπται	G2812	N-NPM	κλέπτης
διορυσσουσι	G1358	V-PAI-3P	διορύσσω
κλεπτουσι	G2813	V-PAI-3P	κλέπτω
ουτε	G3777	CONJ	οὔτε
διορυσσουσιν	G1358	V-PAI-3P	διορύσσω
κλεπτουσιν	G2813	V-PAI-3P	κλέπτω
θησαυρος	G2344	N-NSM	θησαυρός
καρδια	G2588	N-NSF	καρδία
λυχνος	G3088	N-NSM	λύχνος
σωματος	G4983	N-GSN	σῶμα
απλους	G573	A-NSM	ἁπλοῦς
φωτεινον	G5460	A-NSN	φωτεινός
πονηρος	G4190	A-NSM	πονηρός
σκοτεινον	G4652	A-NSN	σκοτεινός
σκοτος	G4655	N-NSN	σκότος
ποσον	G4214	Q-NSN	πόσος
ουδεις	G3762	A-NSM	οὐδείς
δυσι	G1417	A-DPM	δύο
κυριοις	G2962	N-DPM	κύριος
δουλευειν	G1398	V-PAN	δουλεύω
ενα	G1520	A-ASM	εἷς
μισησει	G3404	V-FAI-3S	μισέω
ετερον	G2087	A-ASM	ἕτερος
αγαπησει	G25	V-FAI-3S	ἀγαπάω
ενος	G1520	A-GSM	εἷς
ανθεξεται	G472	V-FDI-3S	ἀντέχομαι
ετερου	G2087	A-GSM	ἕτερος
καταφρονησει	G2706	V-FAI-3S	καταφρονέω
δυνασθε	G1410	V-PNI-2P	δύναμαι
θεω	G2316	N-DSM	θεός
μαμμωνα	G3126	N-DSN	μαμμωνᾶς
τουτο	G5124	D-ASN	οὗτος
μεριμνατε	G3309	V-PAM-2P	μεριμνάω
ψυχη	G5590	N-DSF	ψυχή
φαγητε	G5315	V-2AAS-2P	φάγω
πιητε	G4095	V-2AAS-2P	πίνω
μηδε	G3366	CONJ	μηδέ
σωματι	G4983	N-DSN	σῶμα
ενδυσησθε	G1746	V-AMS-2P	ἐνδύω
ψυχη	G5590	N-NSF	ψυχή
πλειον	G4119	A-NSN-C	πλείων
τροφης	G5160	N-GSF	τροφή
ενδυματος	G1742	N-GSN	ἔνδυμα
εμβλεψατε	G1689	V-AAM-2P	ἐμβλέπω
πετεινα	G4071	N-APN	πετεινόν
ουρανου	G3772	N-GSM	οὐρανός
σπειρουσιν	G4687	V-PAI-3P	σπείρω
θεριζουσιν	G2325	V-PAI-3P	θερίζω
συναγουσιν	G4863	V-PAI-3P	συνάγω
αποθηκας	G596	N-APF	ἀποθήκη
τρεφει	G5142	V-PAI-3S	τρέφω
αυτα	G846	P-APN	αὐτός
ουχ	G3756	PRT-N	οὐ
μαλλον	G3123	ADV	μᾶλλον
διαφερετε	G1308	V-PAI-2P	διαφέρω
αυτων	G846	P-GPN	αὐτός
μεριμνων	G3309	V-PAP-NSM	μεριμνάω
προσθειναι	G4369	V-2AAN	προστίθημι
